,id,emotion,utterance,cause_utterance,cause_span,input_text,start_index,end_index,emotion_label
6287,dailydialog_tr_2929_utt_4_true_cause_utt_1_span_0,happiness,I hope it stays nice like this for a long period of time .,"It's a fine day today , isn't it ?",It's a fine day,"I hope it stays nice like this for a long period of time . It's a fine day today , isn't it ?",15,20,3
6288,dailydialog_tr_2929_utt_4_true_cause_utt_3_span_1,happiness,I hope it stays nice like this for a long period of time .,How nice seeing the sun back again ! The air is so fresh .,How nice seeing the sun back again ! The air is so fresh .,I hope it stays nice like this for a long period of time . How nice seeing the sun back again ! The air is so fresh .,15,28,3
6289,dailydialog_tr_2929_utt_4_true_cause_utt_4_span_2,happiness,I hope it stays nice like this for a long period of time .,I hope it stays nice like this for a long period of time .,I hope it stays nice like this for a long period of time .,I hope it stays nice like this for a long period of time . I hope it stays nice like this for a long period of time .,15,28,3
6290,dailydialog_tr_4280_utt_1_true_cause_utt_1_span_0,happiness,I'm so excited ! We have two weeks off ! What are you going to do ?,I'm so excited ! We have two weeks off ! What are you going to do ?,We have two weeks off !,I'm so excited ! We have two weeks off ! What are you going to do ? I'm so excited ! We have two weeks off ! What are you going to do ?,26,31,3
6291,dailydialog_tr_4280_utt_2_true_cause_utt_1_span_0,happiness,I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ?,I'm so excited ! We have two weeks off ! What are you going to do ?,We have two weeks off !,I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ? I'm so excited ! We have two weeks off ! What are you going to do ?,40,45,3
6292,dailydialog_tr_4280_utt_2_true_cause_utt_2_span_1,happiness,I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ?,I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ?,I'll catch up on my reading .,I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ? I'm not sure . I guess I'll just stay at home . Maybe I'll catch up on my reading . What about you ? Any plans ?,51,59,3
6293,dailydialog_tr_4280_utt_3_true_cause_utt_1_span_0,happiness,"Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .",I'm so excited ! We have two weeks off ! What are you going to do ?,We have two weeks off !,"Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming . I'm so excited ! We have two weeks off ! What are you going to do ?",39,44,3
6294,dailydialog_tr_4280_utt_3_true_cause_utt_3_span_1,happiness,"Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .","Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .",I'm going to take long walks along the beach every day and do lots of swimming .,"Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming . Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .",46,64,3
6295,dailydialog_tr_4280_utt_4_true_cause_utt_1_span_0,happiness,Sounds great !,I'm so excited ! We have two weeks off ! What are you going to do ?,We have two weeks off !,Sounds great ! I'm so excited ! We have two weeks off ! What are you going to do ?,10,15,3
6296,dailydialog_tr_4280_utt_4_true_cause_utt_3_span_1,happiness,Sounds great !,"Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .",I'm going to take long walks along the beach every day and do lots of swimming .,"Sounds great ! Well , my parents have rented a condominium in Florida . I'm going to take long walks along the beach every day and do lots of swimming .",17,35,3
6297,dailydialog_tr_4280_utt_5_true_cause_utt_1_span_0,happiness,"Say , why don't you come with us ? We have plenty of room .",I'm so excited ! We have two weeks off ! What are you going to do ?,We have two weeks off !,"Say , why don't you come with us ? We have plenty of room . I'm so excited ! We have two weeks off ! What are you going to do ?",24,29,3
6298,dailydialog_tr_4280_utt_5_true_cause_utt_5_span_1,happiness,"Say , why don't you come with us ? We have plenty of room .","Say , why don't you come with us ? We have plenty of room .",why don't you come with us ? We have plenty of room .,"Say , why don't you come with us ? We have plenty of room . Say , why don't you come with us ? We have plenty of room .",20,34,3
6299,dailydialog_tr_4280_utt_6_true_cause_utt_1_span_0,happiness,Do you mean it ? I'd love to !,I'm so excited ! We have two weeks off ! What are you going to do ?,We have two weeks off !,Do you mean it ? I'd love to ! I'm so excited ! We have two weeks off ! What are you going to do ?,18,23,3
6300,dailydialog_tr_4280_utt_6_true_cause_utt_5_span_1,happiness,Do you mean it ? I'd love to !,"Say , why don't you come with us ? We have plenty of room .",why don't you come with us ? We have plenty of room .,"Do you mean it ? I'd love to ! Say , why don't you come with us ? We have plenty of room .",14,28,3
6301,dailydialog_tr_4097_utt_6_true_cause_utt_5_span_0,surprise,Really ? I thought his parents had died several years ago .,"You ' re right . By the way , did you hear that Tom inherited some money recently ?",Tom inherited some money recently ?,"Really ? I thought his parents had died several years ago . You ' re right . By the way , did you hear that Tom inherited some money recently ?",26,31,5
6302,dailydialog_tr_4097_utt_6_true_cause_utt_6_span_1,surprise,Really ? I thought his parents had died several years ago .,Really ? I thought his parents had died several years ago .,I thought his parents had died several years ago .,Really ? I thought his parents had died several years ago . Really ? I thought his parents had died several years ago .,15,24,5
6303,dailydialog_tr_4097_utt_8_true_cause_utt_7_span_0,surprise,Dying can be very expensive nowadays ! What ' s he going to do with it ?,They did . He inherited the money from an uncle . I hope he doesn ' t lose a lot of it in taxed to the government .,I hope he doesn ' t lose a lot of it in taxed to the government .,Dying can be very expensive nowadays ! What ' s he going to do with it ? They did . He inherited the money from an uncle . I hope he doesn ' t lose a lot of it in taxed to the government .,30,47,5
6304,dailydialog_tr_4097_utt_11_true_cause_utt_10_span_0,surprise,Really ? Have you won a fortune in the lottery ?,I had some good financial news yesterday too .,I had some good financial news yesterday too .,Really ? Have you won a fortune in the lottery ? I had some good financial news yesterday too .,12,20,5
6305,dailydialog_tr_2817_utt_3_true_cause_utt_2_span_0,surprise,Six months ' salary ? Are you serious ? That's incredible !,"Well , it's OK , I suppose . We get about the equivalent of six months ' salary .",We get about the equivalent of six months ' salary .,"Six months ' salary ? Are you serious ? That's incredible ! Well , it's OK , I suppose . We get about the equivalent of six months ' salary .",25,35,5
6306,dailydialog_tr_2817_utt_9_true_cause_utt_8_span_0,surprise,"Health Monitor ? I read an article about that racket . They ' re overpriced to begin with ! Listen , if I were you , I'd let them take back their monitor and spend my money on something more practical .",A new home health monitor .,home health monitor .,"Health Monitor ? I read an article about that racket . They ' re overpriced to begin with ! Listen , if I were you , I'd let them take back their monitor and spend my money on something more practical . A new home health monitor .",51,54,5
6307,dailydialog_tr_2817_utt_10_true_cause_utt_9_span_0,surprise,You're kidding !,"Health Monitor ? I read an article about that racket . They ' re overpriced to begin with ! Listen , if I were you , I'd let them take back their monitor and spend my money on something more practical .",They ' re overpriced,"You're kidding ! Health Monitor ? I read an article about that racket . They ' re overpriced to begin with ! Listen , if I were you , I'd let them take back their monitor and spend my money on something more practical .",18,24,5
6308,dailydialog_tr_4185_utt_1_true_cause_utt_1_span_0,happiness,I'm happy to see you again .,I'm happy to see you again .,happy to see you,I'm happy to see you again . I'm happy to see you again .,13,16,3
6309,dailydialog_tr_4185_utt_2_true_cause_utt_1_span_0,happiness,Me too .,I'm happy to see you again .,I'm happy to see you again .,Me too . I'm happy to see you again .,4,12,3
6310,dailydialog_tr_4185_utt_2_true_cause_utt_2_span_1,happiness,Me too .,Me too .,Me too .,Me too . Me too .,4,6,3
6311,dailydialog_tr_4185_utt_3_true_cause_utt_1_span_0,happiness,We should do this more often .,I'm happy to see you again .,happy to see you,We should do this more often . I'm happy to see you again .,11,14,3
6312,dailydialog_tr_4185_utt_3_true_cause_utt_3_span_1,happiness,We should do this more often .,We should do this more often .,We should do this more often .,We should do this more often . We should do this more often .,8,14,3
6313,dailydialog_tr_4185_utt_4_true_cause_utt_1_span_0,happiness,"Okay , I'll give you a ring next week .",I'm happy to see you again .,I'm happy to see you again .,"Okay , I'll give you a ring next week . I'm happy to see you again .",13,21,3
6314,dailydialog_tr_4185_utt_4_true_cause_utt_2_span_1,happiness,"Okay , I'll give you a ring next week .",Me too .,Me too .,"Okay , I'll give you a ring next week . Me too .",13,15,3
6315,dailydialog_tr_4185_utt_4_true_cause_utt_3_span_2,happiness,"Okay , I'll give you a ring next week .",We should do this more often .,We should do this more often .,"Okay , I'll give you a ring next week . We should do this more often .",13,19,3
6316,dailydialog_tr_2801_utt_1_true_cause_utt_1_span_0,happiness,"Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food ! Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !",26,50,3
6317,dailydialog_tr_2801_utt_2_true_cause_utt_1_span_0,happiness,"This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","This is very beautiful . Though I have to confess , I don ' t know the first thing about farming ! Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !",23,47,3
6318,dailydialog_tr_2801_utt_2_true_cause_utt_2_span_1,happiness,"This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !","This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",This is very beautiful .,"This is very beautiful . Though I have to confess , I don ' t know the first thing about farming ! This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",23,27,3
6319,dailydialog_tr_2801_utt_3_true_cause_utt_1_span_0,happiness,That ' s fine ! Don ' t worry about it !,"Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","That ' s fine ! Don ' t worry about it ! Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !",13,37,3
6320,dailydialog_tr_2801_utt_3_true_cause_utt_2_span_1,happiness,That ' s fine ! Don ' t worry about it !,"This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",This is very beautiful .,"That ' s fine ! Don ' t worry about it ! This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",13,17,3
6321,dailydialog_tr_2801_utt_5_true_cause_utt_1_span_0,happiness,"Relax , it was just a goat !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Relax , it was just a goat ! Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !",10,34,3
6322,dailydialog_tr_2801_utt_5_true_cause_utt_2_span_1,happiness,"Relax , it was just a goat !","This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",This is very beautiful .,"Relax , it was just a goat ! This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",10,14,3
6323,dailydialog_tr_2801_utt_7_true_cause_utt_1_span_0,happiness,It ' s just the cows that are grazing over there . We can milk them later .,"Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","It ' s just the cows that are grazing over there . We can milk them later . Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !",19,43,3
6324,dailydialog_tr_2801_utt_7_true_cause_utt_2_span_1,happiness,It ' s just the cows that are grazing over there . We can milk them later .,"This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",This is very beautiful .,"It ' s just the cows that are grazing over there . We can milk them later . This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",19,23,3
6325,dailydialog_tr_2801_utt_9_true_cause_utt_1_span_0,happiness,"Honey , seriously , It ' s just a sheep . Relax ! Relax , that was just the horses and donkeys that are in the stable .","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !","Honey , seriously , It ' s just a sheep . Relax ! Relax , that was just the horses and donkeys that are in the stable . Isn ' t this great ? I always wanted to own a farm , live out in the country , grow my own food !",33,57,3
6326,dailydialog_tr_2801_utt_9_true_cause_utt_2_span_1,happiness,"Honey , seriously , It ' s just a sheep . Relax ! Relax , that was just the horses and donkeys that are in the stable .","This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",This is very beautiful .,"Honey , seriously , It ' s just a sheep . Relax ! Relax , that was just the horses and donkeys that are in the stable . This is very beautiful . Though I have to confess , I don ' t know the first thing about farming !",33,37,3
6327,dailydialog_tr_5297_utt_11_true_cause_utt_11_span_0,sadness,"unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .","unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .","unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .","unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower . unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .",21,40,4
6328,dailydialog_tr_5297_utt_12_true_cause_utt_11_span_0,sadness,I'm sorry . That must have really been a nightmarish day for you and your family .,"unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .",He ended up dying in the tower .,"I'm sorry . That must have really been a nightmarish day for you and your family . unfortunately , he wasn't able to evacuate in time . He ended up dying in the tower .",34,41,4
6329,dailydialog_tr_5297_utt_12_true_cause_utt_12_span_1,sadness,I'm sorry . That must have really been a nightmarish day for you and your family .,I'm sorry . That must have really been a nightmarish day for you and your family .,a nightmarish day for you and your family .,I'm sorry . That must have really been a nightmarish day for you and your family . I'm sorry . That must have really been a nightmarish day for you and your family .,32,42,4
6330,dailydialog_tr_5297_utt_13_true_cause_utt_13_span_0,anger,it was . The hijackers didn't have any respect for human life not even their own .,it was . The hijackers didn't have any respect for human life not even their own .,hijackers didn't have any respect for human life not even their own .,it was . The hijackers didn't have any respect for human life not even their own . it was . The hijackers didn't have any respect for human life not even their own .,26,42,0
6331,dailydialog_tr_3894_utt_1_true_cause_utt_1_span_0,surprise,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,She is thirty seconds faster than the world record,My goodness ! She is thirty seconds faster than the world record in 5000 metres race . My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,21,29,5
6332,dailydialog_tr_3894_utt_2_true_cause_utt_1_span_0,surprise,"Excuse me , what did you say ?",My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,She is thirty seconds faster than the world record,"Excuse me , what did you say ? My goodness ! She is thirty seconds faster than the world record in 5000 metres race .",12,20,5
6333,dailydialog_tr_3894_utt_3_true_cause_utt_3_span_0,happiness,A Chinese girl has broken the world record in the Olympic Games .,A Chinese girl has broken the world record in the Olympic Games .,girl has broken the world record,A Chinese girl has broken the world record in the Olympic Games . A Chinese girl has broken the world record in the Olympic Games .,16,21,3
6334,dailydialog_tr_3894_utt_4_true_cause_utt_1_span_0,surprise,That's incredible . I can't believe it .,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,She is thirty seconds faster than the world record,That's incredible . I can't believe it . My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,16,24,5
6335,dailydialog_tr_3894_utt_4_true_cause_utt_3_span_1,surprise,That's incredible . I can't believe it .,A Chinese girl has broken the world record in the Olympic Games .,girl has broken the world record,That's incredible . I can't believe it . A Chinese girl has broken the world record in the Olympic Games .,15,20,5
6336,dailydialog_tr_3894_utt_4_true_cause_utt_4_span_2,surprise,That's incredible . I can't believe it .,That's incredible . I can't believe it .,I can't believe it .,That's incredible . I can't believe it . That's incredible . I can't believe it .,18,24,5
6337,dailydialog_tr_3894_utt_5_true_cause_utt_3_span_0,happiness,You have to . It is sure .,A Chinese girl has broken the world record in the Olympic Games .,girl has broken the world record,You have to . It is sure . A Chinese girl has broken the world record in the Olympic Games .,11,16,3
6338,dailydialog_tr_3894_utt_6_true_cause_utt_1_span_0,surprise,How amazing !,My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,She is thirty seconds faster than the world record,How amazing ! My goodness ! She is thirty seconds faster than the world record in 5000 metres race .,7,15,5
6339,dailydialog_tr_3894_utt_6_true_cause_utt_3_span_1,surprise,How amazing !,A Chinese girl has broken the world record in the Olympic Games .,girl has broken the world record,How amazing ! A Chinese girl has broken the world record in the Olympic Games .,6,11,5
6340,dailydialog_tr_3894_utt_6_true_cause_utt_4_span_2,surprise,How amazing !,That's incredible . I can't believe it .,I can't believe it .,How amazing ! That's incredible . I can't believe it .,9,15,5
6341,dailydialog_tr_3894_utt_6_true_cause_utt_5_span_3,surprise,How amazing !,You have to . It is sure .,It is sure .,How amazing ! You have to . It is sure .,8,11,5
6342,dailydialog_tr_3197_utt_3_true_cause_utt_3_span_0,surprise,Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,Why on earth are you hiding here ?,Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true . Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,37,44,5
6343,dailydialog_tr_3197_utt_3_true_cause_utt_3_span_1,surprise,Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,Don't tell me you're the guy ! It can't be true .,Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true . Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true .,51,68,5
6344,dailydialog_tr_3197_utt_5_true_cause_utt_5_span_0,anger,what a bummer ! You set me up ?,what a bummer ! You set me up ?,You set me up ?,what a bummer ! You set me up ? what a bummer ! You set me up ?,18,22,0
6345,dailydialog_tr_3197_utt_7_true_cause_utt_5_span_0,anger,how dare you !,what a bummer ! You set me up ?,You set me up ?,how dare you ! what a bummer ! You set me up ?,11,15,0
6346,dailydialog_tr_3197_utt_7_true_cause_utt_7_span_1,anger,how dare you !,how dare you !,how dare you !,how dare you ! how dare you !,5,8,0
6347,dailydialog_tr_502_utt_1_true_cause_utt_1_span_0,happiness,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations !,Congratulations ! Mr . Stuart ! You won the city marathon . Congratulations ! Mr . Stuart ! You won the city marathon .,14,16,3
6348,dailydialog_tr_502_utt_1_true_cause_utt_1_span_1,happiness,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations ! Mr . Stuart ! You won the city marathon .,You won the city marathon .,Congratulations ! Mr . Stuart ! You won the city marathon . Congratulations ! Mr . Stuart ! You won the city marathon .,21,26,3
6349,dailydialog_tr_502_utt_2_true_cause_utt_1_span_0,happiness,Thank you . I am very excited .,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations !,Thank you . I am very excited . Congratulations ! Mr . Stuart ! You won the city marathon .,9,11,3
6350,dailydialog_tr_502_utt_2_true_cause_utt_1_span_1,happiness,Thank you . I am very excited .,Congratulations ! Mr . Stuart ! You won the city marathon .,You won the city marathon .,Thank you . I am very excited . Congratulations ! Mr . Stuart ! You won the city marathon .,16,21,3
6351,dailydialog_tr_502_utt_3_true_cause_utt_1_span_0,happiness,We are all very proud of you .,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations !,We are all very proud of you . Congratulations ! Mr . Stuart ! You won the city marathon .,9,11,3
6352,dailydialog_tr_502_utt_3_true_cause_utt_1_span_1,happiness,We are all very proud of you .,Congratulations ! Mr . Stuart ! You won the city marathon .,You won the city marathon .,We are all very proud of you . Congratulations ! Mr . Stuart ! You won the city marathon .,16,21,3
6353,dailydialog_tr_502_utt_3_true_cause_utt_3_span_2,happiness,We are all very proud of you .,We are all very proud of you .,We are all very proud of you .,We are all very proud of you . We are all very proud of you .,9,16,3
6354,dailydialog_tr_502_utt_4_true_cause_utt_1_span_0,happiness,"I am very happy , too . It was a big game and I won .",Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations !,"I am very happy , too . It was a big game and I won . Congratulations ! Mr . Stuart ! You won the city marathon .",17,19,3
6355,dailydialog_tr_502_utt_4_true_cause_utt_1_span_1,happiness,"I am very happy , too . It was a big game and I won .",Congratulations ! Mr . Stuart ! You won the city marathon .,You won the city marathon .,"I am very happy , too . It was a big game and I won . Congratulations ! Mr . Stuart ! You won the city marathon .",24,29,3
6356,dailydialog_tr_502_utt_4_true_cause_utt_4_span_2,happiness,"I am very happy , too . It was a big game and I won .","I am very happy , too . It was a big game and I won .",It was a big game and I won .,"I am very happy , too . It was a big game and I won . I am very happy , too . It was a big game and I won .",24,32,3
6357,dailydialog_tr_502_utt_5_true_cause_utt_1_span_0,happiness,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations !,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement . Congratulations ! Mr . Stuart ! You won the city marathon .,24,26,3
6358,dailydialog_tr_502_utt_5_true_cause_utt_1_span_1,happiness,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,Congratulations ! Mr . Stuart ! You won the city marathon .,You won the city marathon .,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement . Congratulations ! Mr . Stuart ! You won the city marathon .,31,36,3
6359,dailydialog_tr_502_utt_5_true_cause_utt_5_span_2,happiness,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,We saw you run to the finish line .,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement . I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,32,40,3
6360,dailydialog_tr_502_utt_6_true_cause_utt_1_span_0,happiness,It was really an exciting moment .,Congratulations ! Mr . Stuart ! You won the city marathon .,Congratulations !,It was really an exciting moment . Congratulations ! Mr . Stuart ! You won the city marathon .,8,10,3
6361,dailydialog_tr_502_utt_6_true_cause_utt_1_span_1,happiness,It was really an exciting moment .,Congratulations ! Mr . Stuart ! You won the city marathon .,You won the city marathon .,It was really an exciting moment . Congratulations ! Mr . Stuart ! You won the city marathon .,15,20,3
6362,dailydialog_tr_502_utt_6_true_cause_utt_5_span_2,happiness,It was really an exciting moment .,I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,run to the finish line .,It was really an exciting moment . I watched the race with my children . We saw you run to the finish line . We all screamed with excitement .,19,24,3
6363,dailydialog_tr_502_utt_6_true_cause_utt_6_span_3,happiness,It was really an exciting moment .,It was really an exciting moment .,It was really an exciting moment .,It was really an exciting moment . It was really an exciting moment .,8,14,3
6364,dailydialog_tr_1283_utt_1_true_cause_utt_1_span_0,happiness,"Beautiful day , isn't it ?","Beautiful day , isn't it ?","Beautiful day ,","Beautiful day , isn't it ? Beautiful day , isn't it ?",9,11,3
6365,dailydialog_tr_1283_utt_2_true_cause_utt_1_span_0,happiness,"Yes , it's not like what the radio said at all .","Beautiful day , isn't it ?","Beautiful day ,","Yes , it's not like what the radio said at all . Beautiful day , isn't it ?",15,17,3
6366,dailydialog_tr_1283_utt_2_true_cause_utt_2_span_1,happiness,"Yes , it's not like what the radio said at all .","Yes , it's not like what the radio said at all .","Yes , it's not like what the radio said at all .","Yes , it's not like what the radio said at all . Yes , it's not like what the radio said at all .",15,28,3
6367,dailydialog_tr_1283_utt_3_true_cause_utt_1_span_0,happiness,I wish it would stay this way for the weekend .,"Beautiful day , isn't it ?","Beautiful day ,","I wish it would stay this way for the weekend . Beautiful day , isn't it ?",12,14,3
6368,dailydialog_tr_1283_utt_3_true_cause_utt_2_span_1,happiness,I wish it would stay this way for the weekend .,"Yes , it's not like what the radio said at all .","Yes , it's not like what the radio said at all .","I wish it would stay this way for the weekend . Yes , it's not like what the radio said at all .",12,25,3
6369,dailydialog_tr_1283_utt_3_true_cause_utt_3_span_2,happiness,I wish it would stay this way for the weekend .,I wish it would stay this way for the weekend .,I wish it would stay this way for the weekend .,I wish it would stay this way for the weekend . I wish it would stay this way for the weekend .,12,22,3
6370,dailydialog_tr_1283_utt_4_true_cause_utt_1_span_0,happiness,As long as it doesn't snow !,"Beautiful day , isn't it ?","Beautiful day ,","As long as it doesn't snow ! Beautiful day , isn't it ?",10,12,3
6371,dailydialog_tr_1283_utt_4_true_cause_utt_2_span_1,happiness,As long as it doesn't snow !,"Yes , it's not like what the radio said at all .","Yes , it's not like what the radio said at all .","As long as it doesn't snow ! Yes , it's not like what the radio said at all .",10,23,3
6372,dailydialog_tr_1283_utt_4_true_cause_utt_3_span_2,happiness,As long as it doesn't snow !,I wish it would stay this way for the weekend .,I wish it would stay this way for the weekend .,As long as it doesn't snow ! I wish it would stay this way for the weekend .,10,20,3
6373,dailydialog_tr_3815_utt_1_true_cause_utt_1_span_0,happiness,"Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .","Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .",that outfit looks wonderful on you ! The color goes with your trousers perfectly .,"Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly . Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .",20,34,3
6374,dailydialog_tr_3815_utt_2_true_cause_utt_1_span_0,happiness,"Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully .","Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .",that outfit looks wonderful on you ! The color goes with your trousers perfectly .,"Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully . Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .",24,38,3
6375,dailydialog_tr_3815_utt_2_true_cause_utt_2_span_1,happiness,"Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully .","Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully .",That's quite a compliment coming from you .,"Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully . Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully .",26,35,3
6376,dailydialog_tr_3815_utt_3_true_cause_utt_1_span_0,happiness,"Well , that dress certainly shows your good taste . It must have cost a lot .","Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .",that outfit looks wonderful on you ! The color goes with your trousers perfectly .,"Well , that dress certainly shows your good taste . It must have cost a lot . Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly .",20,34,3
6377,dailydialog_tr_3815_utt_5_true_cause_utt_4_span_0,surprise,"Really ? You're an amazing bargain hunter ! Next time there's a sale , promise you'll let me tag along with you .","No , not much . I got it on sale at the mall - 60 % off .",I got it on sale at the mall - 60 % off .,"Really ? You're an amazing bargain hunter ! Next time there's a sale , promise you'll let me tag along with you . No , not much . I got it on sale at the mall - 60 % off .",35,47,5
6378,dailydialog_tr_452_utt_3_true_cause_utt_3_span_0,disgust,"Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .","Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .",It was the most awful evening I've ever had .,"Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had . Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .",35,46,1
6379,dailydialog_tr_452_utt_4_true_cause_utt_3_span_0,surprise,Why ! what happened ?,"Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .",It was the most awful evening I've ever had .,"Why ! what happened ? Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .",17,28,5
6380,dailydialog_tr_452_utt_5_true_cause_utt_3_span_0,disgust,"Well . John had promised to be my date , but he stood me up . I waited for a full hour in the cold wind .","Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .",It was the most awful evening I've ever had .,"Well . John had promised to be my date , but he stood me up . I waited for a full hour in the cold wind . Oh , don't talk to me about yesterday ! It was the most awful evening I've ever had .",39,50,1
